speaker_id,file_name,audio_path,system_id,key,label
LA_0079,LA_T_1138215,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1138215.flac,-,bonafide,0
LA_0079,LA_T_1271820,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1271820.flac,-,bonafide,0
LA_0079,LA_T_1272637,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1272637.flac,-,bonafide,0
LA_0079,LA_T_1276960,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1276960.flac,-,bonafide,0
LA_0079,LA_T_1341447,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1341447.flac,-,bonafide,0
LA_0079,LA_T_1363611,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1363611.flac,-,bonafide,0
LA_0079,LA_T_1596451,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1596451.flac,-,bonafide,0
LA_0079,LA_T_1608170,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1608170.flac,-,bonafide,0
LA_0079,LA_T_1684951,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1684951.flac,-,bonafide,0
LA_0079,LA_T_1699801,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1699801.flac,-,bonafide,0
LA_0079,LA_T_1703395,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1703395.flac,-,bonafide,0
LA_0079,LA_T_1736342,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1736342.flac,-,bonafide,0
LA_0079,LA_T_1779188,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1779188.flac,-,bonafide,0
LA_0079,LA_T_1786825,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1786825.flac,-,bonafide,0
LA_0079,LA_T_1787246,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1787246.flac,-,bonafide,0
LA_0079,LA_T_1905558,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_1905558.flac,-,bonafide,0
LA_0079,LA_T_2205687,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2205687.flac,-,bonafide,0
LA_0079,LA_T_2220901,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2220901.flac,-,bonafide,0
LA_0079,LA_T_2361751,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2361751.flac,-,bonafide,0
LA_0079,LA_T_2373806,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2373806.flac,-,bonafide,0
LA_0079,LA_T_2417641,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2417641.flac,-,bonafide,0
LA_0079,LA_T_2520083,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2520083.flac,-,bonafide,0
LA_0079,LA_T_2562689,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2562689.flac,-,bonafide,0
LA_0079,LA_T_2564579,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2564579.flac,-,bonafide,0
LA_0079,LA_T_2732709,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2732709.flac,-,bonafide,0
LA_0079,LA_T_2759900,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2759900.flac,-,bonafide,0
LA_0079,LA_T_2838981,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2838981.flac,-,bonafide,0
LA_0079,LA_T_2873890,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2873890.flac,-,bonafide,0
LA_0079,LA_T_2938316,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_2938316.flac,-,bonafide,0
LA_0079,LA_T_3131990,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_3131990.flac,-,bonafide,0
LA_0079,LA_T_3141223,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_3141223.flac,-,bonafide,0
LA_0079,LA_T_3167734,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_3167734.flac,-,bonafide,0
LA_0079,LA_T_3187715,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_3187715.flac,-,bonafide,0
LA_0079,LA_T_3215578,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_3215578.flac,-,bonafide,0
LA_0079,LA_T_3247389,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_3247389.flac,-,bonafide,0
LA_0079,LA_T_3346004,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_3346004.flac,-,bonafide,0
LA_0079,LA_T_3441957,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_3441957.flac,-,bonafide,0
LA_0079,LA_T_3561136,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_3561136.flac,-,bonafide,0
LA_0079,LA_T_3576775,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_3576775.flac,-,bonafide,0
LA_0079,LA_T_3580508,D:\audio-deepfake-detector\LA\ASVspoof2019_LA_train\flac\LA_T_3580508.flac,-,bonafide,0
